ik,n,t,eps,lam_1s,E0eff_1s,lam_2s,E0eff_2s,lam_2p,E0eff_2p,lam
34,1,0.66561,0.0934516563,2.5035889071285217e-06,2.7955442094510983,0.0005543650472723122,0.34655359974549976,0.01998541694082626,3.4504435434281264,0.0205422855770057
34,2,0.66561,0.5172862497,2.357994306497896e-06,2.7688804785523904,0.00019223799166263362,0.27581182674587923,0.0291284821741616,3.0994015965428927,0.02932307816013073
34,3,0.66561,0.5894230883,2.331577694497766e-06,2.763631297560268,0.0001507289851941572,0.2590531476211203,0.02818902203893792,3.024553779901694,0.028342082601826576
34,4,0.66561,0.5894230883,2.3315776944874116e-06,2.763631297562854,0.00015072898519706923,0.2590531476222165,0.028189022039157286,3.0245537799215185,0.028342082602048842
34,5,0.66561,0.5910673889,2.323046582538101e-06,2.761633590822045,0.00014864412339591368,0.2589118489681225,0.0278124523854063,3.014176825113248,0.027963419555384752
34,6,0.66561,0.7126413289,2.3061637642153652e-06,2.759880047671232,0.00013599820277515552,0.2568753068528841,0.02543367854828744,2.9903031096571397,0.02557198291482681
34,7,0.66561,1.1939410149,2.0829674664387374e-06,2.7098697670869134,1.778464989108302e-05,0.14216578054405507,0.013026517359166207,2.4254690068287625,0.01304638497652373
34,8,0.66561,1.2303705366,2.0750731302973352e-06,2.70832685268946,1.5670223156056047e-05,0.1361921046970044,0.012480705682681163,2.400661392413858,0.012498450978967516
35,1,0.66695,0.0940261001,2.5033920885429876e-06,2.7955095016938625,0.0005535847154294418,0.34645542691611847,0.020036653954145393,3.450038733922223,0.020592742061663376
35,2,0.66695,0.5162028331,2.3583746972413004e-06,2.7689534436888885,0.00019279750823627552,0.27599955587141933,0.029143846194154947,3.100355189573917,0.029339002077088464
35,3,0.66695,0.5891701974,2.331676187198218e-06,2.763650934422007,0.00015083981663890217,0.25909926128472266,0.028194493757129745,3.0247948055772826,0.028347665249955845
35,4,0.66695,0.5891701974,2.331676187184366e-06,2.7636509344220164,0.00015083981663802757,0.2590992612847325,0.02819449375696318,3.024794805577375,0.028347665249788392
35,5,0.66695,0.5907772038,2.3231440817991484e-06,2.7616523704396996,0.00014875648432495018,0.2589587008701518,0.027818365263828786,3.014415326717002,0.027969444892235535
35,6,0.66695,0.7123919883,2.306247235387144e-06,2.7598965637531414,0.00013610437814002023,0.2569272025406274,0.025437878416689753,2.990544107435694,0.02557628904206516
35,7,0.66695,1.1944033184,2.0827681191326245e-06,2.7098230965535097,1.7747312224467337e-05,0.14206984213345616,0.013016440791068548,2.4249824536972167,0.013036270871412148
35,8,0.66695,1.2310049674,2.0747991604530724e-06,2.7082626634626754,1.562778947498753e-05,0.13607535771033857,0.012467527082643695,2.4000253782564616,0.012485229671279135
36,1,0.66706,0.0940733037,2.5033759282759366e-06,2.7955066525577394,0.0005535206784881358,0.3464473653051865,0.02004086126483026,3.4500055513134673,0.02059688531924667
36,2,0.66706,0.5161139369,2.358405917454889e-06,2.7689594320728053,0.00019284348174081954,0.276014957451319,0.029145106970174247,3.100433494435517,0.029340308857832523
36,3,0.66706,0.5891494827,2.3316842555105104e-06,2.763652543016415,0.00015084889810248287,0.2591030383600376,0.028194942015416617,3.024814551459398,0.02834812259777461
36,4,0.66706,0.5891494827,2.331684255521588e-06,2.7636525430164136,0.00015084889810319628,0.2591030383600363,0.028194942015550388,3.0248145514593827,0.028348122597909108
36,5,0.66706,0.5907534336,2.323152068555602e-06,2.761653908763473,0.00014876569109360352,0.25896253833735255,0.0278188496730786,3.0144348651616926,0.027969938516240758
36,6,0.66706,0.7123715595,2.30625407309188e-06,2.7598979166140443,0.00013611307815417217,0.2569314530802816,0.025438222526478402,2.9905638494655578,0.025576641858705666
36,7,0.66706,1.194441283,2.0827517374962698e-06,2.709819260580276,1.774424606134704e-05,0.14206195568646574,0.013015613131346821,2.424942465056779,0.013035440129145665
36,8,0.66706,1.2310570022,2.074776680437362e-06,2.708257395683235,1.5624311188573436e-05,0.13606577629365504,0.012466446393484936,2.399973186569155,0.012484145481353947
37,1,0.68001,0.0996809185,2.5014695246000734e-06,2.795171192163869,0.0005460027437735601,0.345495386710633,0.02053752162207166,3.446148523818343,0.02108602583536982
37,2,0.68001,0.505692124,2.3620544189486848e-06,2.769657908826589,0.00019829971627110572,0.2778208773869609,0.02928469819320029,3.109554211506009,0.029485359963890345
37,3,0.68001,0.5867585617,2.332616209850276e-06,2.763838337983782,0.00015190033321951563,0.25953886951307287,0.02824674377300801,3.027097043466426,0.028400976722437375
37,4,0.68001,0.5867585617,2.332616209833283e-06,2.7638383379837674,0.0001519003332183853,0.2595388695130652,0.028246743772800047,3.027097043466292,0.028400976722228265
37,5,0.68001,0.5880091307,2.324074454504123e-06,2.7618315396423827,0.0001498316145122282,0.25940526091620975,0.027874839730276654,3.016692696392796,0.028026995419243386
37,6,0.68001,0.7100086833,2.3070437983716988e-06,2.760054062492297,0.00013712039930197507,0.2574217637365393,0.025478025423801183,2.9928442288753603,0.02561745286690153
37,7,0.68001,1.198924657,2.080804816998842e-06,2.7093625358057047,1.7382101023742124e-05,0.14112179451886897,0.012917678943992279,2.4201839651978547,0.01293714184983302
37,8,0.68001,1.2371347947,2.07213962502403e-06,2.707638469158673,1.5219906158500543e-05,0.13493937251275065,0.012340372153662649,2.3938451447933087,0.012357664199446174
38,1,0.70375,0.1102187639,2.49788687529226e-06,2.7945397829465564,0.0005321202362828677,0.3437033797653661,0.021428735271588582,3.4386921707912963,0.021963353394746744
38,2,0.70375,0.4868153298,2.368653189222298e-06,2.7709172658284387,0.00020853315969993167,0.28108970900008484,0.0295138621924933,3.1260683086521976,0.029724764005382456
38,3,0.70375,0.5826215413,2.3342319647002095e-06,2.764160402503834,0.00015373487481892722,0.2602923924058512,0.028336671947636293,3.031062644295582,0.028492741054419922
38,4,0.70375,0.5826215413,2.334231964704739e-06,2.7641604025036046,0.0001537348748188303,0.2602923924057543,0.028336671947641223,3.031062644292837,0.02849274105442476
38,5,0.70375,0.5832573962,2.325672840141314e-06,2.7621392115056174,0.00015169140842741965,0.2601703758190153,0.0279720784406224,3.0206125846719227,0.028126095521889962
38,6,0.70375,0.705896998,2.3084113055513228e-06,2.760323920535114,0.0001388784734913952,0.25826886037574304,0.02554723101586125,2.99680176685102,0.025688417900658195
38,7,0.70375,1.2071970918,2.077142749140694e-06,2.708498883099207,1.671327037193347e-05,0.13933849130005577,0.01273580077504706,2.4112051500890423,0.012754591188168135
38,8,0.70375,1.2480282072,2.0673295288667536e-06,2.7065033789236534,1.4505556767217663e-05,0.13288990873533327,0.01211392782932314,2.3826651919201853,0.012130500715619224
39,1,0.70447,0.1105435325,2.497775560143932e-06,2.794520087846033,0.0005316946866812551,0.34364768030271636,0.021455006199167306,3.4384500996095366,0.021989198661408707
