r_bohr,u_c,V_H_c
15.95000,2.91717247e-116,6.26959248e-02
15.95200,2.82008857e-116,6.26880642e-02
15.95400,2.72623563e-116,6.26802056e-02
15.95600,2.63550613e-116,6.26723490e-02
15.95800,2.54779612e-116,6.26644943e-02
15.96000,2.46300511e-116,6.26566416e-02
15.96200,2.38103596e-116,6.26487909e-02
15.96400,2.30179475e-116,6.26409421e-02
15.96600,2.22519070e-116,6.26330953e-02
15.96800,2.15113604e-116,6.26252505e-02
15.97000,2.07954594e-116,6.26174076e-02
15.97200,2.01033836e-116,6.26095667e-02
15.97400,1.94343402e-116,6.26017278e-02
15.97600,1.87875626e-116,6.25938908e-02
15.97800,1.81623099e-116,6.25860558e-02
15.98000,1.75578657e-116,6.25782228e-02
15.98200,1.69735374e-116,6.25703917e-02
15.98400,1.64086557e-116,6.25625626e-02
15.98600,1.58625733e-116,6.25547354e-02
15.98800,1.53346647e-116,6.25469102e-02
15.99000,1.48243248e-116,6.25390869e-02
15.99200,1.43309692e-116,6.25312656e-02
15.99400,1.38540325e-116,6.25234463e-02
15.99600,1.33929684e-116,6.25156289e-02
15.99800,1.29472485e-116,6.25078135e-02
16.00000,1.25163622e-116,6.25000000e-02
16.00200,1.20998159e-116,6.24921885e-02
16.00400,1.16971323e-116,6.24843789e-02
16.00600,1.13078501e-116,6.24765713e-02
16.00800,1.09315232e-116,6.24687656e-02
16.01000,1.05677206e-116,6.24609619e-02
16.01200,1.02160253e-116,6.24531601e-02
16.01400,9.87603452e-117,6.24453603e-02
16.01600,9.54735867e-117,6.24375624e-02
16.01800,9.22962121e-117,6.24297665e-02
16.02000,8.92245809e-117,6.24219725e-02
16.02200,8.62551740e-117,6.24141805e-02
16.02400,8.33845894e-117,6.24063904e-02
16.02600,8.06095382e-117,6.23986023e-02
16.02800,7.79268411e-117,6.23908161e-02
16.03000,7.53334246e-117,6.23830318e-02
16.03200,7.28263173e-117,6.23752495e-02
16.03400,7.04026470e-117,6.23674691e-02
16.03600,6.80596367e-117,6.23596907e-02
16.03800,6.57946021e-117,6.23519142e-02
16.04000,6.36049482e-117,6.23441397e-02
16.04200,6.14881662e-117,6.23363670e-02
16.04400,5.94418311e-117,6.23285964e-02
16.04600,5.74635983e-117,6.23208276e-02
16.04800,5.55512014e-117,6.23130608e-02
16.05000,5.37024493e-117,6.23052960e-02
16.05200,5.19152239e-117,6.22975330e-02
16.05400,5.01874777e-117,6.22897720e-02
16.05600,4.85172310e-117,6.22820130e-02
16.05800,4.69025705e-117,6.22742558e-02
16.06000,4.53416460e-117,6.22665006e-02
16.06200,4.38326694e-117,6.22587474e-02
16.06400,4.23739117e-117,6.22509960e-02
16.06600,4.09637017e-117,6.22432466e-02
16.06800,3.96004236e-117,6.22354991e-02
16.07000,3.82825157e-117,6.22277536e-02
16.07200,3.70084679e-117,6.22200100e-02
16.07400,3.57768206e-117,6.22122683e-02
16.07600,3.45861627e-117,6.22045285e-02
16.07800,3.34351301e-117,6.21967906e-02
16.08000,3.23224040e-117,6.21890547e-02
16.08200,3.12467096e-117,6.21813207e-02
16.08400,3.02068144e-117,6.21735887e-02
16.08600,2.92015272e-117,6.21658585e-02
16.08800,2.82296960e-117,6.21581303e-02
16.09000,2.72902075e-117,6.21504040e-02
16.09200,2.63819853e-117,6.21426796e-02
16.09400,2.55039889e-117,6.21349571e-02
16.09600,2.46552123e-117,6.21272366e-02
16.09800,2.38346832e-117,6.21195180e-02
16.10000,2.30414613e-117,6.21118012e-02
16.10200,2.22746380e-117,6.21040864e-02
16.10400,2.15333347e-117,6.20963736e-02
16.10600,2.08167021e-117,6.20886626e-02
16.10800,2.01239191e-117,6.20809536e-02
16.11000,1.94541921e-117,6.20732464e-02
16.11200,1.88067536e-117,6.20655412e-02
16.11400,1.81808620e-117,6.20578379e-02
16.11600,1.75758002e-117,6.20501365e-02
16.11800,1.69908749e-117,6.20424370e-02
16.12000,1.64254160e-117,6.20347395e-02
16.12200,1.58787756e-117,6.20270438e-02
16.12400,1.53503276e-117,6.20193500e-02
16.12600,1.48394663e-117,6.20116582e-02
16.12800,1.43456066e-117,6.20039683e-02
16.13000,1.38681827e-117,6.19962802e-02
16.13200,1.34066474e-117,6.19885941e-02
16.13400,1.29604722e-117,6.19809099e-02
16.13600,1.25291457e-117,6.19732276e-02
16.13800,1.21121738e-117,6.19655472e-02
16.14000,1.17090788e-117,6.19578686e-02
16.14200,1.13193988e-117,6.19501920e-02
16.14400,1.09426875e-117,6.19425173e-02
16.14600,1.05785132e-117,6.19348445e-02
16.14800,1.02264586e-117,6.19271736e-02
16.15000,9.88612052e-118,6.19195046e-02
16.15200,9.55710890e-118,6.19118375e-02
16.15400,9.23904684e-118,6.19041723e-02
16.15600,8.93156994e-118,6.18965090e-02
16.15800,8.63432591e-118,6.18888476e-02
16.16000,8.34697421e-118,6.18811881e-02
16.16200,8.06918561e-118,6.18735305e-02
16.16400,7.80064186e-118,6.18658748e-02
16.16600,7.54103529e-118,6.18582210e-02
16.16800,7.29006847e-118,6.18505690e-02
16.17000,7.04745385e-118,6.18429190e-02
16.17200,6.81291349e-118,6.18352708e-02
16.17400,6.58617867e-118,6.18276246e-02
16.17600,6.36698962e-118,6.18199802e-02
16.17800,6.15509521e-118,6.18123377e-02
16.18000,5.95025268e-118,6.18046972e-02
16.18200,5.75222734e-118,6.17970585e-02
16.18400,5.56079231e-118,6.17894217e-02
16.18600,5.37572827e-118,6.17817867e-02
16.18800,5.19682319e-118,6.17741537e-02
16.19000,5.02387210e-118,6.17665225e-02
16.19200,4.85667684e-118,6.17588933e-02
16.19400,4.69504587e-118,6.17512659e-02
16.19600,4.53879401e-118,6.17436404e-02
16.19800,4.38774223e-118,6.17360168e-02
16.20000,4.24171747e-118,6.17283951e-02
16.20200,4.10055245e-118,6.17207752e-02
16.20400,3.96408541e-118,6.17131572e-02
16.20600,3.83216002e-118,6.17055412e-02
16.20800,3.70462513e-118,6.16979269e-02
16.21000,3.58133462e-118,6.16903146e-02
16.21200,3.46214723e-118,6.16827042e-02
16.21400,3.34692642e-118,6.16750956e-02
16.21600,3.23554018e-118,6.16674889e-02
16.21800,3.12786089e-118,6.16598841e-02
16.22000,3.02376518e-118,6.16522811e-02
16.22200,2.92313379e-118,6.16446801e-02
16.22400,2.82585143e-118,6.16370809e-02
16.22600,2.73180664e-118,6.16294835e-02
16.22800,2.64089168e-118,6.16218881e-02
16.23000,2.55300238e-118,6.16142945e-02
16.23200,2.46803806e-118,6.16067028e-02
16.23400,2.38590135e-118,6.15991130e-02
16.23600,2.30649817e-118,6.15915250e-02
16.23800,2.22973754e-118,6.15839389e-02
16.24000,2.15553152e-118,6.15763547e-02
16.24200,2.08379508e-118,6.15687723e-02
16.24400,2.01444605e-118,6.15611918e-02
16.24600,1.94740496e-118,6.15536132e-02
16.24800,1.88259501e-118,6.15460364e-02
16.25000,1.81994194e-118,6.15384615e-02
16.25200,1.75937398e-118,6.15308885e-02
16.25400,1.70082173e-118,6.15233173e-02
16.25600,1.64421810e-118,6.15157480e-02
16.25800,1.58949826e-118,6.15081806e-02
16.26000,1.53659950e-118,6.15006150e-02
16.26200,1.48546122e-118,6.14930513e-02
16.26400,1.43602483e-118,6.14854894e-02
16.26600,1.38823369e-118,6.14779294e-02
16.26800,1.34203304e-118,6.14703713e-02
16.27000,1.29736997e-118,6.14628150e-02
16.27200,1.25419328e-118,6.14552606e-02
16.27400,1.21245352e-118,6.14477080e-02
16.27600,1.17210287e-118,6.14401573e-02
16.27800,1.13309510e-118,6.14326084e-02
16.28000,1.09538551e-118,6.14250614e-02
16.28200,1.05893090e-118,6.14175163e-02
16.28400,1.02368950e-118,6.14099730e-02
16.28600,9.89620948e-119,6.14024315e-02
16.28800,9.56686200e-119,6.13948919e-02
16.29000,9.24847526e-119,6.13873542e-02
16.29200,8.94068448e-119,6.13798183e-02
16.29400,8.64313703e-119,6.13722843e-02
16.29600,8.35549200e-119,6.13647521e-02
16.29800,8.07741985e-119,6.13572217e-02
16.30000,7.80860198e-119,6.13496933e-02
16.30200,7.54873041e-119,6.13421666e-02
16.30400,7.29750741e-119,6.13346418e-02
16.30600,7.05464516e-119,6.13271189e-02
16.30800,6.81986540e-119,6.13195977e-02
16.31000,6.59289914e-119,6.13120785e-02
16.31200,6.37348636e-119,6.13045611e-02
16.31400,6.16137568e-119,6.12970455e-02
16.31600,5.95632407e-119,6.12895317e-02
16.31800,5.75809661e-119,6.12820199e-02
16.32000,5.56646620e-119,6.12745098e-02
16.32200,5.38121327e-119,6.12670016e-02
16.32400,5.20212560e-119,6.12594952e-02
16.32600,5.02899799e-119,6.12519907e-02
16.32800,4.86163209e-119,6.12444880e-02
16.33000,4.69983616e-119,6.12369871e-02
16.33200,4.54342483e-119,6.12294881e-02
16.33400,4.39221889e-119,6.12219909e-02
16.33600,4.24604510e-119,6.12144956e-02
16.33800,4.10473601e-119,6.12070021e-02
16.34000,3.96812970e-119,6.11995104e-02
16.34200,3.83606968e-119,6.11920206e-02
16.34400,3.70840463e-119,6.11845326e-02
16.34600,3.58498830e-119,6.11770464e-02
16.34800,3.46567929e-119,6.11695620e-02
16.35000,3.35034089e-119,6.11620795e-02
16.35200,3.23884098e-119,6.11545988e-02
16.35400,3.13105181e-119,6.11471200e-02
16.35600,3.02684987e-119,6.11396429e-02
16.35800,2.92611579e-119,6.11321677e-02
16.36000,2.82873416e-119,6.11246944e-02
16.36200,2.73459341e-119,6.11172228e-02
16.36400,2.64358568e-119,6.11097531e-02
16.36600,2.55560670e-119,6.11022852e-02
16.36800,2.47055567e-119,6.10948192e-02
16.37000,2.38833516e-119,6.10873549e-02
16.37200,2.30885096e-119,6.10798925e-02
16.37400,2.23201200e-119,6.10724319e-02
16.37600,2.15773026e-119,6.10649731e-02
16.37800,2.08592063e-119,6.10575162e-02
16.38000,2.01650083e-119,6.10500611e-02
16.38200,1.94939134e-119,6.10426077e-02
16.38400,1.88451526e-119,6.10351562e-02
16.38600,1.82179827e-119,6.10277066e-02
16.38800,1.76116851e-119,6.10202587e-02
16.39000,1.70255652e-119,6.10128127e-02
16.39200,1.64589515e-119,6.10053685e-02
16.39400,1.59111947e-119,6.09979261e-02
16.39600,1.53816674e-119,6.09904855e-02
16.39800,1.48697629e-119,6.09830467e-02
16.40000,1.43748946e-119,6.09756098e-02
16.40200,1.38964956e-119,6.09681746e-02
16.40400,1.34340179e-119,6.09607413e-02
16.40600,1.29869314e-119,6.09533098e-02
16.40800,1.25547241e-119,6.09458801e-02
16.41000,1.21369007e-119,6.09384522e-02
16.41200,1.17329826e-119,6.09310261e-02
16.41400,1.13425069e-119,6.09236018e-02
16.41600,1.09650263e-119,6.09161793e-02
16.41800,1.06001083e-119,6.09087587e-02
16.42000,1.02473348e-119,6.09013398e-02
16.42200,9.90630174e-120,6.08939228e-02
16.42400,9.57661830e-120,6.08865075e-02
16.42600,9.25790677e-120,6.08790941e-02
16.42800,8.94980202e-120,6.08716825e-02
16.43000,8.65195104e-120,6.08642727e-02
16.43200,8.36401260e-120,6.08568647e-02
16.43400,8.08565680e-120,6.08494584e-02
16.43600,7.81656472e-120,6.08420540e-02
16.43800,7.55642808e-120,6.08346514e-02
16.44000,7.30494883e-120,6.08272506e-02
16.44200,7.06183885e-120,6.08198516e-02
16.44400,6.82681961e-120,6.08124544e-02
16.44600,6.59962186e-120,6.08050590e-02
16.44800,6.37998528e-120,6.07976654e-02
16.45000,6.16765825e-120,6.07902736e-02
16.45200,5.96239749e-120,6.07828835e-02
16.45400,5.76396785e-120,6.07754953e-02
16.45600,5.57214199e-120,6.07681089e-02
16.45800,5.38670012e-120,6.07607243e-02
16.46000,5.20742978e-120,6.07533414e-02
16.46200,5.03412560e-120,6.07459604e-02
16.46400,4.86658901e-120,6.07385811e-02
16.46600,4.70462806e-120,6.07312037e-02
16.46800,4.54805721e-120,6.07238280e-02
16.47000,4.39669706e-120,6.07164542e-02
16.47200,4.25037420e-120,6.07090821e-02
16.47400,4.10892099e-120,6.07017118e-02
16.47600,3.97217537e-120,6.06943433e-02
16.47800,3.83998067e-120,6.06869766e-02
16.48000,3.71218542e-120,6.06796117e-02
16.48200,3.58864323e-120,6.06722485e-02
16.48400,3.46921255e-120,6.06648872e-02
16.48600,3.35375653e-120,6.06575276e-02
16.48800,3.24214292e-120,6.06501698e-02
16.49000,3.13424382e-120,6.06428138e-02
16.49200,3.02993562e-120,6.06354596e-02
16.49400,2.92909882e-120,6.06281072e-02
16.49600,2.83161789e-120,6.06207565e-02
16.49800,2.73738114e-120,6.06134077e-02
16.50000,2.64628060e-120,6.06060606e-02
16.50200,2.55821191e-120,6.05987153e-02
16.50400,2.47307416e-120,6.05913718e-02
16.50600,2.39076980e-120,6.05840300e-02
16.50800,2.31120456e-120,6.05766901e-02
16.51000,2.23428725e-120,6.05693519e-02
16.51200,2.15992977e-120,6.05620155e-02
16.51400,2.08804692e-120,6.05546809e-02
16.51600,2.01855634e-120,6.05473480e-02
16.51800,1.95137842e-120,6.05400170e-02
16.52000,1.88643619e-120,6.05326877e-02
16.52200,1.82365525e-120,6.05253601e-02
16.52400,1.76296368e-120,6.05180344e-02
16.52600,1.70429193e-120,6.05107104e-02
16.52800,1.64757278e-120,6.05033882e-02
16.53000,1.59274126e-120,6.04960678e-02
16.53200,1.53973454e-120,6.04887491e-02
16.53400,1.48849190e-120,6.04814322e-02
16.53600,1.43895461e-120,6.04741171e-02
16.53800,1.39106594e-120,6.04668037e-02
16.54000,1.34477102e-120,6.04594921e-02
16.54200,1.30001679e-120,6.04521823e-02
16.54400,1.25675199e-120,6.04448743e-02
16.54600,1.21492706e-120,6.04375680e-02
16.54800,1.17449406e-120,6.04302635e-02
16.55000,1.13540669e-120,6.04229607e-02
16.55200,1.09762014e-120,6.04156597e-02
16.55400,1.06109115e-120,6.04083605e-02
16.55600,1.02577784e-120,6.04010631e-02
16.55800,9.91639763e-121,6.03937674e-02
16.56000,9.58637809e-121,6.03864734e-02
16.56200,9.26734167e-121,6.03791813e-02
16.56400,8.95892284e-121,6.03718908e-02
16.56600,8.66076824e-121,6.03646022e-02
16.56800,8.37253627e-121,6.03573153e-02
16.57000,8.09389672e-121,6.03500302e-02
16.57200,7.82453035e-121,6.03427468e-02
16.57400,7.56412854e-121,6.03354652e-02
16.57600,7.31239294e-121,6.03281853e-02
16.57800,7.06903515e-121,6.03209072e-02
16.58000,6.83377636e-121,6.03136309e-02
16.58200,6.60634702e-121,6.03063563e-02
16.58400,6.38648656e-121,6.02990835e-02
16.58600,6.17394311e-121,6.02918124e-02
16.58800,5.96847314e-121,6.02845430e-02
16.59000,5.76984124e-121,6.02772755e-02
16.59200,5.57781985e-121,6.02700096e-02
16.59400,5.39218897e-121,6.02627456e-02
16.59600,5.21273592e-121,6.02554832e-02
16.59800,5.03925510e-121,6.02482227e-02
16.60000,4.87154775e-121,6.02409639e-02
16.60200,4.70942174e-121,6.02337068e-02
16.60400,4.55269130e-121,6.02264515e-02
16.60600,4.40117689e-121,6.02191979e-02
16.60800,4.25470490e-121,6.02119461e-02
16.61000,4.11310752e-121,6.02046960e-02
16.61200,3.97622254e-121,6.01974476e-02
16.61400,3.84389311e-121,6.01902010e-02
16.61600,3.71596762e-121,6.01829562e-02
16.61800,3.59229952e-121,6.01757131e-02
16.62000,3.47274712e-121,6.01684717e-02
16.62200,3.35717345e-121,6.01612321e-02
16.62400,3.24544608e-121,6.01539942e-02
16.62600,3.13743703e-121,6.01467581e-02
16.62800,3.03302253e-121,6.01395237e-02
16.63000,2.93208297e-121,6.01322910e-02
16.63200,2.83450270e-121,6.01250601e-02
16.63400,2.74016992e-121,6.01178309e-02
16.63600,2.64897654e-121,6.01106035e-02
16.63800,2.56081810e-121,6.01033778e-02
16.64000,2.47559359e-121,6.00961538e-02
16.64200,2.39320537e-121,6.00889316e-02
16.64400,2.31355904e-121,6.00817111e-02
16.64600,2.23656336e-121,6.00744924e-02
16.64800,2.16213011e-121,6.00672753e-02
16.65000,2.09017401e-121,6.00600601e-02
16.65200,2.02061262e-121,6.00528465e-02
16.65400,1.95336625e-121,6.00456347e-02
16.65600,1.88835785e-121,6.00384246e-02
16.65800,1.82551294e-121,6.00312162e-02
16.66000,1.76475953e-121,6.00240096e-02
16.66200,1.70602799e-121,6.00168047e-02
16.66400,1.64925106e-121,6.00096015e-02
16.66600,1.59436367e-121,6.00024001e-02
16.66800,1.54130294e-121,5.99952004e-02
16.67000,1.49000808e-121,5.99880024e-02
16.67200,1.44042033e-121,5.99808061e-02
16.67400,1.39248287e-121,5.99736116e-02
16.67600,1.34614077e-121,5.99664188e-02
16.67800,1.30134095e-121,5.99592277e-02
16.68000,1.25803207e-121,5.99520384e-02
16.68200,1.21616452e-121,5.99448507e-02
16.68400,1.17569034e-121,5.99376648e-02
16.68600,1.13656314e-121,5.99304806e-02
16.68800,1.09873810e-121,5.99232982e-02
16.69000,1.06217188e-121,5.99161174e-02
16.69200,1.02682260e-121,5.99089384e-02
16.69400,9.92649744e-122,5.99017611e-02
16.69600,9.59614169e-122,5.98945855e-02
16.69800,9.27678025e-122,5.98874117e-02
16.70000,8.96804722e-122,5.98802395e-02
16.70200,8.66958888e-122,5.98730691e-02
16.70400,8.38106329e-122,5.98659004e-02
16.70600,8.10213988e-122,5.98587334e-02
16.70800,7.83249910e-122,5.98515681e-02
16.71000,7.57183202e-122,5.98444045e-02
16.71200,7.31983998e-122,5.98372427e-02
16.71400,7.07623429e-122,5.98300826e-02
16.71600,6.84073584e-122,5.98229241e-02
16.71800,6.61307483e-122,5.98157674e-02
16.72000,6.39299041e-122,5.98086124e-02
16.72200,6.18023045e-122,5.98014592e-02
16.72400,5.97455118e-122,5.97943076e-02
16.72600,5.77571696e-122,5.97871577e-02
16.72800,5.58349998e-122,5.97800096e-02
16.73000,5.39768001e-122,5.97728631e-02
16.73200,5.21804417e-122,5.97657184e-02
16.73400,5.04438664e-122,5.97585754e-02
16.73600,4.87650847e-122,5.97514340e-02
16.73800,4.71421732e-122,5.97442944e-02
16.74000,4.55732724e-122,5.97371565e-02
16.74200,4.40565850e-122,5.97300203e-02
16.74400,4.25903733e-122,5.97228858e-02
16.74600,4.11729573e-122,5.97157530e-02
16.74800,3.98027132e-122,5.97086219e-02
16.75000,3.84780711e-122,5.97014925e-02
16.75200,3.71975134e-122,5.96943649e-02
16.75400,3.59595729e-122,5.96872389e-02
16.75600,3.47628312e-122,5.96801146e-02
16.75800,3.36059174e-122,5.96729920e-02
16.76000,3.24875058e-122,5.96658711e-02
16.76200,3.14063153e-122,5.96587519e-02
16.76400,3.03611069e-122,5.96516345e-02
16.76600,2.93506833e-122,5.96445187e-02
16.76800,2.83738868e-122,5.96374046e-02
16.77000,2.74295982e-122,5.96302922e-02
16.77200,2.65167358e-122,5.96231815e-02
16.77400,2.56342536e-122,5.96160725e-02
16.77600,2.47811406e-122,5.96089652e-02
16.77800,2.39564193e-122,5.96018596e-02
16.78000,2.31591449e-122,5.95947557e-02
16.78200,2.23884040e-122,5.95876534e-02
16.78400,2.16433135e-122,5.95805529e-02
16.78600,2.09230197e-122,5.95734541e-02
16.78800,2.02266975e-122,5.95663569e-02
16.79000,1.95535490e-122,5.95592615e-02
16.79200,1.89028030e-122,5.95521677e-02
16.79400,1.82737140e-122,5.95450756e-02
16.79600,1.76655611e-122,5.95379852e-02
16.79800,1.70776477e-122,5.95308965e-02
16.80000,1.65093002e-122,5.95238095e-02
16.80200,1.59598674e-122,5.95167242e-02
16.80400,1.54287199e-122,5.95096406e-02
16.80600,1.49152490e-122,5.95025586e-02
16.80800,1.44188665e-122,5.94954783e-02
16.81000,1.39390038e-122,5.94883998e-02
16.81200,1.34751109e-122,5.94813229e-02
16.81400,1.30266566e-122,5.94742477e-02
16.81600,1.25931268e-122,5.94671741e-02
16.81800,1.21740250e-122,5.94601023e-02
16.82000,1.17688711e-122,5.94530321e-02
16.82200,1.13772007e-122,5.94459636e-02
16.82400,1.09985651e-122,5.94388968e-02
16.82600,1.06325307e-122,5.94318317e-02
16.82800,1.02786779e-122,5.94247682e-02
16.83000,9.93660148e-123,5.94177065e-02
16.83200,9.60590938e-123,5.94106464e-02
16.83400,9.28622279e-123,5.94035880e-02
16.83600,8.97717542e-123,5.93965312e-02
16.83800,8.67841322e-123,5.93894762e-02
16.84000,8.38959388e-123,5.93824228e-02
16.84200,8.11038650e-123,5.93753711e-02
16.84400,7.84047121e-123,5.93683211e-02
16.84600,7.57953874e-123,5.93612727e-02
16.84800,7.32729016e-123,5.93542260e-02
16.85000,7.08343647e-123,5.93471810e-02
16.85200,6.84769827e-123,5.93401377e-02
16.85400,6.61980549e-123,5.93330960e-02
16.85600,6.39949702e-123,5.93260560e-02
16.85800,6.18652046e-123,5.93190177e-02
16.86000,5.98063181e-123,5.93119810e-02
16.86200,5.78159517e-123,5.93049460e-02
16.86400,5.58918251e-123,5.92979127e-02
16.86600,5.40317338e-123,5.92908811e-02
16.86800,5.22335467e-123,5.92838511e-02
16.87000,5.04952037e-123,5.92768228e-02
16.87200,4.88147130e-123,5.92697961e-02
16.87400,4.71901495e-123,5.92627711e-02
16.87600,4.56196517e-123,5.92557478e-02
16.87800,4.41014204e-123,5.92487262e-02
16.88000,4.26337161e-123,5.92417062e-02
16.88200,4.12148574e-123,5.92346878e-02
16.88400,3.98432185e-123,5.92276712e-02
16.88600,3.85172281e-123,5.92206562e-02
16.88800,3.72353668e-123,5.92136428e-02
16.89000,3.59961662e-123,5.92066311e-02
16.89200,3.47982064e-123,5.91996211e-02
16.89400,3.36401150e-123,5.91926128e-02
16.89600,3.25205651e-123,5.91856061e-02
16.89800,3.14382740e-123,5.91786010e-02
16.90000,3.03920018e-123,5.91715976e-02
16.90200,2.93805498e-123,5.91645959e-02
16.90400,2.84027590e-123,5.91575958e-02
16.90600,2.74575094e-123,5.91505974e-02
16.90800,2.65437178e-123,5.91436007e-02
16.91000,2.56603375e-123,5.91366056e-02
16.91200,2.48063561e-123,5.91296121e-02
16.91400,2.39807955e-123,5.91226203e-02
16.91600,2.31827097e-123,5.91156302e-02
16.91800,2.24111843e-123,5.91086417e-02
16.92000,2.16653355e-123,5.91016548e-02
16.92200,2.09443087e-123,5.90946697e-02
16.92400,2.02472778e-123,5.90876861e-02
16.92600,1.95734442e-123,5.90807042e-02
16.92800,1.89220359e-123,5.90737240e-02
16.93000,1.82923066e-123,5.90667454e-02
16.93200,1.76835349e-123,5.90597685e-02
16.93400,1.70950232e-123,5.90527932e-02
16.93600,1.65260973e-123,5.90458196e-02
16.93800,1.59761053e-123,5.90388476e-02
16.94000,1.54444172e-123,5.90318772e-02
16.94200,1.49304238e-123,5.90249085e-02
16.94400,1.44335362e-123,5.90179415e-02
16.94600,1.39531851e-123,5.90109760e-02
16.94800,1.34888202e-123,5.90040123e-02
16.95000,1.30399095e-123,5.89970501e-02
16.95200,1.26059386e-123,5.89900897e-02
16.95400,1.21864103e-123,5.89831308e-02
16.95600,1.17808441e-123,5.89761736e-02
16.95800,1.13887751e-123,5.89692181e-02
16.96000,1.10097543e-123,5.89622642e-02
16.96200,1.06433474e-123,5.89553119e-02
16.96400,1.02891346e-123,5.89483612e-02
16.96600,9.94671001e-124,5.89414122e-02
16.96800,9.61568142e-124,5.89344649e-02
16.97000,9.29566954e-124,5.89275192e-02
16.97200,8.98630771e-124,5.89205751e-02
16.97400,8.68724151e-124,5.89136326e-02
16.97600,8.39812829e-124,5.89066918e-02
16.97800,8.11863682e-124,5.88997526e-02
16.98000,7.84844689e-124,5.88928151e-02
16.98200,7.58724893e-124,5.88858792e-02
16.98400,7.33474369e-124,5.88789449e-02
16.98600,7.09064188e-124,5.88720122e-02
16.98800,6.85466383e-124,5.88650812e-02
16.99000,6.62653918e-124,5.88581519e-02
16.99200,6.40600656e-124,5.88512241e-02
16.99400,6.19281331e-124,5.88442980e-02
16.99600,5.98671518e-124,5.88373735e-02
16.99800,5.78747604e-124,5.88304506e-02
17.00000,5.59486762e-124,5.88235294e-02
17.00200,5.40866924e-124,5.88166098e-02
17.00400,5.22866759e-124,5.88096918e-02
17.00600,5.05465643e-124,5.88027755e-02
17.00800,4.88643639e-124,5.87958608e-02
17.01000,4.72381476e-124,5.87889477e-02
17.01200,4.56660520e-124,5.87820362e-02
17.01400,4.41462761e-124,5.87751264e-02
17.01600,4.26770787e-124,5.87682181e-02
17.01800,4.12567765e-124,5.87613116e-02
17.02000,3.98837422e-124,5.87544066e-02
17.02200,3.85564028e-124,5.87475032e-02
17.02400,3.72732376e-124,5.87406015e-02
17.02600,3.60327763e-124,5.87337014e-02
17.02800,3.48335979e-124,5.87268029e-02
17.03000,3.36743283e-124,5.87199060e-02
17.03200,3.25536395e-124,5.87130108e-02
17.03400,3.14702475e-124,5.87061172e-02
17.03600,3.04229109e-124,5.86992252e-02
17.03800,2.94104300e-124,5.86923348e-02
17.04000,2.84316446e-124,5.86854460e-02
17.04200,2.74854334e-124,5.86785589e-02
17.04400,2.65707123e-124,5.86716733e-02
17.04600,2.56864333e-124,5.86647894e-02
17.04800,2.48315834e-124,5.86579071e-02
17.05000,2.40051830e-124,5.86510264e-02
17.05200,2.32062853e-124,5.86441473e-02
17.05400,2.24339752e-124,5.86372698e-02
17.05600,2.16873677e-124,5.86303940e-02
17.05800,2.09656075e-124,5.86235198e-02
17.06000,2.02678676e-124,5.86166471e-02
17.06200,1.95933486e-124,5.86097761e-02
17.06400,1.89412777e-124,5.86029067e-02
17.06600,1.83109080e-124,5.85960389e-02
17.06800,1.77015170e-124,5.85891727e-02
17.07000,1.71124067e-124,5.85823081e-02
17.07200,1.65429021e-124,5.85754452e-02
17.07400,1.59923508e-124,5.85685838e-02
17.07600,1.54601219e-124,5.85617241e-02
17.07800,1.49456057e-124,5.85548659e-02
17.08000,1.44482128e-124,5.85480094e-02
17.08200,1.39673731e-124,5.85411544e-02
17.08400,1.35025359e-124,5.85343011e-02
17.08600,1.30531686e-124,5.85274494e-02
17.08800,1.26187564e-124,5.85205993e-02
17.09000,1.21988014e-124,5.85137507e-02
17.09200,1.17928227e-124,5.85069038e-02
17.09400,1.14003550e-124,5.85000585e-02
17.09600,1.10209487e-124,5.84932148e-02
17.09800,1.06541692e-124,5.84863727e-02
17.10000,1.02995961e-124,5.84795322e-02
17.10200,9.95682332e-125,5.84726933e-02
17.10400,9.62545808e-125,5.84658559e-02
17.10600,9.30512075e-125,5.84590202e-02
17.10800,8.99544431e-125,5.84521861e-02
17.11000,8.69607398e-125,5.84453536e-02
17.11200,8.40666675e-125,5.84385227e-02
17.11400,8.12689105e-125,5.84316934e-02
17.11600,7.85642635e-125,5.84248656e-02
17.11800,7.59496277e-125,5.84180395e-02
17.12000,7.34220076e-125,5.84112150e-02
17.12200,7.09785072e-125,5.84043920e-02
17.12400,6.86163270e-125,5.83975707e-02
17.12600,6.63327607e-125,5.83907509e-02
17.12800,6.41251920e-125,5.83839327e-02
17.13000,6.19910916e-125,5.83771162e-02
17.13200,5.99280146e-125,5.83703012e-02
17.13400,5.79335972e-125,5.83634878e-02
17.13600,5.60055544e-125,5.83566760e-02
17.13800,5.41416773e-125,5.83498658e-02
17.14000,5.23398304e-125,5.83430572e-02
17.14200,5.05979494e-125,5.83362501e-02
17.14400,4.89140386e-125,5.83294447e-02
17.14600,4.72861687e-125,5.83226408e-02
17.14800,4.57124746e-125,5.83158386e-02
17.15000,4.41911535e-125,5.83090379e-02
17.15200,4.27204622e-125,5.83022388e-02
17.15400,4.12987158e-125,5.82954413e-02
17.15600,3.99242855e-125,5.82886454e-02
17.15800,3.85955965e-125,5.82818510e-02
17.16000,3.73111266e-125,5.82750583e-02
17.16200,3.60694041e-125,5.82682671e-02
17.16400,3.48690064e-125,5.82614775e-02
