r_bohr,u_c,V_H_c
5.65800,1.26603807e-40,1.76740898e-01
5.66000,1.22391684e-40,1.76678445e-01
5.66200,1.18319697e-40,1.76616037e-01
5.66400,1.14383185e-40,1.76553672e-01
5.66600,1.10577641e-40,1.76491352e-01
5.66800,1.06898706e-40,1.76429076e-01
5.67000,1.03342169e-40,1.76366843e-01
5.67200,9.99039580e-41,1.76304654e-01
5.67400,9.65801359e-41,1.76242510e-01
5.67600,9.33668972e-41,1.76180409e-01
5.67800,9.02605627e-41,1.76118352e-01
5.68000,8.72575758e-41,1.76056338e-01
5.68200,8.43544982e-41,1.75994368e-01
5.68400,8.15480058e-41,1.75932442e-01
5.68600,7.88348854e-41,1.75870559e-01
5.68800,7.62120305e-41,1.75808720e-01
5.69000,7.36764379e-41,1.75746924e-01
5.69200,7.12252045e-41,1.75685172e-01
5.69400,6.88555237e-41,1.75623463e-01
5.69600,6.65646822e-41,1.75561798e-01
5.69800,6.43500570e-41,1.75500176e-01
5.70000,6.22091125e-41,1.75438596e-01
5.70200,6.01393973e-41,1.75377061e-01
5.70400,5.81385417e-41,1.75315568e-01
5.70600,5.62042546e-41,1.75254118e-01
5.70800,5.43343214e-41,1.75192712e-01
5.71000,5.25266010e-41,1.75131349e-01
5.71200,5.07790237e-41,1.75070028e-01
5.71400,4.90895884e-41,1.75008750e-01
5.71600,4.74563608e-41,1.74947516e-01
5.71800,4.58774708e-41,1.74886324e-01
5.72000,4.43511107e-41,1.74825175e-01
5.72200,4.28755328e-41,1.74764069e-01
5.72400,4.14490476e-41,1.74703005e-01
5.72600,4.00700217e-41,1.74641984e-01
5.72800,3.87368763e-41,1.74581006e-01
5.73000,3.74480848e-41,1.74520070e-01
5.73200,3.62021716e-41,1.74459177e-01
5.73400,3.49977102e-41,1.74398326e-01
5.73600,3.38333214e-41,1.74337517e-01
5.73800,3.27076720e-41,1.74276751e-01
5.74000,3.16194733e-41,1.74216028e-01
5.74200,3.05674791e-41,1.74155347e-01
5.74400,2.95504851e-41,1.74094708e-01
5.74600,2.85673266e-41,1.74034111e-01
5.74800,2.76168781e-41,1.73973556e-01
5.75000,2.66980512e-41,1.73913043e-01
5.75200,2.58097939e-41,1.73852573e-01
5.75400,2.49510892e-41,1.73792145e-01
5.75600,2.41209538e-41,1.73731758e-01
5.75800,2.33184372e-41,1.73671414e-01
5.76000,2.25426206e-41,1.73611111e-01
5.76200,2.17926156e-41,1.73550850e-01
5.76400,2.10675635e-41,1.73490632e-01
5.76600,2.03666342e-41,1.73430454e-01
5.76800,1.96890249e-41,1.73370319e-01
5.77000,1.90339600e-41,1.73310225e-01
5.77200,1.84006893e-41,1.73250173e-01
5.77400,1.77884877e-41,1.73190163e-01
5.77600,1.71966543e-41,1.73130194e-01
5.77800,1.66245114e-41,1.73070267e-01
5.78000,1.60714039e-41,1.73010381e-01
5.78200,1.55366984e-41,1.72950536e-01
5.78400,1.50197829e-41,1.72890733e-01
5.78600,1.45200653e-41,1.72830971e-01
5.78800,1.40369735e-41,1.72771251e-01
5.79000,1.35699544e-41,1.72711572e-01
5.79200,1.31184732e-41,1.72651934e-01
5.79400,1.26820130e-41,1.72592337e-01
5.79600,1.22600740e-41,1.72532781e-01
5.79800,1.18521730e-41,1.72473267e-01
5.80000,1.14578432e-41,1.72413793e-01
5.80200,1.10766328e-41,1.72354361e-01
5.80400,1.07081055e-41,1.72294969e-01
5.80600,1.03518393e-41,1.72235618e-01
5.80800,1.00074263e-41,1.72176309e-01
5.81000,9.67447199e-42,1.72117040e-01
5.81200,9.35259527e-42,1.72057811e-01
5.81400,9.04142755e-42,1.71998624e-01
5.81600,8.74061253e-42,1.71939477e-01
5.81800,8.44980579e-42,1.71880371e-01
5.82000,8.16867434e-42,1.71821306e-01
5.82200,7.89689628e-42,1.71762281e-01
5.82400,7.63416043e-42,1.71703297e-01
5.82600,7.38016595e-42,1.71644353e-01
5.82800,7.13462200e-42,1.71585450e-01
5.83000,6.89724744e-42,1.71526587e-01
5.83200,6.66777046e-42,1.71467764e-01
5.83400,6.44592832e-42,1.71408982e-01
5.83600,6.23146700e-42,1.71350240e-01
5.83800,6.02414093e-42,1.71291538e-01
5.84000,5.82371273e-42,1.71232877e-01
5.84200,5.62995290e-42,1.71174255e-01
5.84400,5.44263957e-42,1.71115674e-01
5.84600,5.26155828e-42,1.71057133e-01
5.84800,5.08650168e-42,1.70998632e-01
5.85000,4.91726932e-42,1.70940171e-01
5.85200,4.75366744e-42,1.70881750e-01
5.85400,4.59550870e-42,1.70823369e-01
5.85600,4.44261200e-42,1.70765027e-01
5.85800,4.29480228e-42,1.70706726e-01
5.86000,4.15191030e-42,1.70648464e-01
5.86200,4.01377242e-42,1.70590242e-01
5.86400,3.88023049e-42,1.70532060e-01
5.86600,3.75113160e-42,1.70473917e-01
5.86800,3.62632792e-42,1.70415815e-01
5.87000,3.50567654e-42,1.70357751e-01
5.87200,3.38903933e-42,1.70299728e-01
5.87400,3.27628272e-42,1.70241743e-01
5.87600,3.16727761e-42,1.70183799e-01
5.87800,3.06189918e-42,1.70125893e-01
5.88000,2.96002677e-42,1.70068027e-01
5.88200,2.86154374e-42,1.70010201e-01
5.88400,2.76633731e-42,1.69952413e-01
5.88600,2.67429847e-42,1.69894665e-01
5.88800,2.58532184e-42,1.69836957e-01
5.89000,2.49930553e-42,1.69779287e-01
5.89200,2.41615106e-42,1.69721656e-01
5.89400,2.33576320e-42,1.69664065e-01
5.89600,2.25804991e-42,1.69606513e-01
5.89800,2.18292221e-42,1.69549000e-01
5.90000,2.11029407e-42,1.69491525e-01
5.90200,2.04008233e-42,1.69434090e-01
5.90400,1.97220659e-42,1.69376694e-01
5.90600,1.90658914e-42,1.69319336e-01
5.90800,1.84315484e-42,1.69262018e-01
5.91000,1.78183105e-42,1.69204738e-01
5.91200,1.72254756e-42,1.69147497e-01
5.91400,1.66523648e-42,1.69090294e-01
5.91600,1.60983220e-42,1.69033130e-01
5.91800,1.55627126e-42,1.68976005e-01
5.92000,1.50449235e-42,1.68918919e-01
5.92200,1.45443617e-42,1.68861871e-01
5.92400,1.40604541e-42,1.68804862e-01
5.92600,1.35926465e-42,1.68747891e-01
5.92800,1.31404033e-42,1.68690958e-01
5.93000,1.27032066e-42,1.68634064e-01
5.93200,1.22805560e-42,1.68577208e-01
5.93400,1.18719673e-42,1.68520391e-01
5.93600,1.14769727e-42,1.68463612e-01
5.93800,1.10951201e-42,1.68406871e-01
5.94000,1.07259720e-42,1.68350168e-01
5.94200,1.03691058e-42,1.68293504e-01
5.94400,1.00241130e-42,1.68236878e-01
5.94600,9.69059842e-43,1.68180289e-01
5.94800,9.36818020e-43,1.68123739e-01
5.95000,9.05648917e-43,1.68067227e-01
5.95200,8.75516843e-43,1.68010753e-01
5.95400,8.46387294e-43,1.67954316e-01
5.95600,8.18226915e-43,1.67897918e-01
5.95800,7.91003463e-43,1.67841558e-01
5.96000,7.64685763e-43,1.67785235e-01
5.96200,7.39243682e-43,1.67728950e-01
5.96400,7.14648086e-43,1.67672703e-01
5.96600,6.90870812e-43,1.67616493e-01
5.96800,6.67884634e-43,1.67560322e-01
5.97000,6.45663232e-43,1.67504188e-01
5.97200,6.24181160e-43,1.67448091e-01
5.97400,6.03413821e-43,1.67392032e-01
5.97600,5.83337434e-43,1.67336011e-01
5.97800,5.63929012e-43,1.67280027e-01
5.98000,5.45166330e-43,1.67224080e-01
5.98200,5.27027904e-43,1.67168171e-01
5.98400,5.09492964e-43,1.67112299e-01
5.98600,4.92541432e-43,1.67056465e-01
5.98800,4.76153898e-43,1.67000668e-01
5.99000,4.60311595e-43,1.66944908e-01
5.99200,4.44996385e-43,1.66889186e-01
5.99400,4.30190731e-43,1.66833500e-01
5.99600,4.15877678e-43,1.66777852e-01
5.99800,4.02040837e-43,1.66722241e-01
6.00000,3.88664366e-43,1.66666667e-01
6.00200,3.75732945e-43,1.66611130e-01
6.00400,3.63231769e-43,1.66555630e-01
6.00600,3.51146522e-43,1.66500167e-01
6.00800,3.39463367e-43,1.66444740e-01
6.01000,3.28168925e-43,1.66389351e-01
6.01200,3.17250263e-43,1.66333999e-01
6.01400,3.06694878e-43,1.66278683e-01
6.01600,2.96490685e-43,1.66223404e-01
6.01800,2.86625998e-43,1.66168162e-01
6.02000,2.77089522e-43,1.66112957e-01
6.02200,2.67870337e-43,1.66057788e-01
6.02400,2.58957887e-43,1.66002656e-01
6.02600,2.50341965e-43,1.65947561e-01
6.02800,2.42012706e-43,1.65892502e-01
6.03000,2.33960572e-43,1.65837479e-01
6.03200,2.26176344e-43,1.65782493e-01
6.03400,2.18651108e-43,1.65727544e-01
6.03600,2.11376246e-43,1.65672631e-01
6.03800,2.04343428e-43,1.65617754e-01
6.04000,1.97544602e-43,1.65562914e-01
6.04200,1.90971983e-43,1.65508110e-01
6.04400,1.84618043e-43,1.65453342e-01
6.04600,1.78475507e-43,1.65398611e-01
6.04800,1.72537343e-43,1.65343915e-01
6.05000,1.66796749e-43,1.65289256e-01
6.05200,1.61247153e-43,1.65234633e-01
6.05400,1.55882200e-43,1.65180046e-01
6.05600,1.50695746e-43,1.65125495e-01
6.05800,1.45681853e-43,1.65070981e-01
6.06000,1.40834779e-43,1.65016502e-01
6.06200,1.36148975e-43,1.64962059e-01
6.06400,1.31619074e-43,1.64907652e-01
6.06600,1.27239889e-43,1.64853281e-01
6.06800,1.23006406e-43,1.64798945e-01
6.07000,1.18913778e-43,1.64744646e-01
6.07200,1.14957317e-43,1.64690382e-01
6.07400,1.11132493e-43,1.64636154e-01
6.07600,1.07434927e-43,1.64581962e-01
6.07800,1.03860385e-43,1.64527805e-01
6.08000,1.00404773e-43,1.64473684e-01
6.08200,9.70641341e-44,1.64419599e-01
6.08400,9.38346435e-44,1.64365549e-01
6.08600,9.07126030e-44,1.64311535e-01
6.08800,8.76944375e-44,1.64257556e-01
6.09000,8.47766911e-44,1.64203612e-01
6.09200,8.19560226e-44,1.64149705e-01
6.09400,7.92292020e-44,1.64095832e-01
6.09600,7.65931071e-44,1.64041995e-01
6.09800,7.40447191e-44,1.63988193e-01
6.10000,7.15811200e-44,1.63934426e-01
6.10200,6.91994887e-44,1.63880695e-01
6.10400,6.68970981e-44,1.63826999e-01
6.10600,6.46713117e-44,1.63773338e-01
6.10800,6.25195807e-44,1.63719712e-01
6.11000,6.04394413e-44,1.63666121e-01
6.11200,5.84285114e-44,1.63612565e-01
6.11400,5.64844885e-44,1.63559045e-01
6.11600,5.46051463e-44,1.63505559e-01
6.11800,5.27883330e-44,1.63452109e-01
6.12000,5.10319680e-44,1.63398693e-01
6.12200,4.93340401e-44,1.63345312e-01
6.12400,4.76926051e-44,1.63291966e-01
6.12600,4.61057834e-44,1.63238655e-01
6.12800,4.45717579e-44,1.63185379e-01
6.13000,4.30887719e-44,1.63132137e-01
6.13200,4.16551274e-44,1.63078930e-01
6.13400,4.02691827e-44,1.63025758e-01
6.13600,3.89293507e-44,1.62972621e-01
6.13800,3.76340972e-44,1.62919518e-01
6.14000,3.63819390e-44,1.62866450e-01
6.14200,3.51714422e-44,1.62813416e-01
6.14400,3.40012208e-44,1.62760417e-01
6.14600,3.28699346e-44,1.62707452e-01
6.14800,3.17762883e-44,1.62654522e-01
6.15000,3.07190295e-44,1.62601626e-01
6.15200,2.96969476e-44,1.62548765e-01
6.15400,2.87088721e-44,1.62495938e-01
6.15600,2.77536716e-44,1.62443145e-01
6.15800,2.68302524e-44,1.62390386e-01
6.16000,2.59375569e-44,1.62337662e-01
6.16200,2.50745630e-44,1.62284972e-01
6.16400,2.42402825e-44,1.62232317e-01
6.16600,2.34337599e-44,1.62179695e-01
6.16800,2.26540719e-44,1.62127108e-01
6.17000,2.19003254e-44,1.62074554e-01
6.17200,2.11716575e-44,1.62022035e-01
6.17400,2.04672337e-44,1.61969550e-01
6.17600,1.97862473e-44,1.61917098e-01
6.17800,1.91279186e-44,1.61864681e-01
6.18000,1.84914938e-44,1.61812298e-01
6.18200,1.78762439e-44,1.61759948e-01
6.18400,1.72814646e-44,1.61707633e-01
6.18600,1.67064747e-44,1.61655351e-01
6.18800,1.61506157e-44,1.61603103e-01
6.19000,1.56132513e-44,1.61550889e-01
6.19200,1.50937660e-44,1.61498708e-01
6.19400,1.45915649e-44,1.61446561e-01
6.19600,1.41060730e-44,1.61394448e-01
6.19800,1.36367343e-44,1.61342369e-01
6.20000,1.31830115e-44,1.61290323e-01
6.20200,1.27443848e-44,1.61238310e-01
6.20400,1.23203522e-44,1.61186331e-01
6.20600,1.19104279e-44,1.61134386e-01
6.20800,1.15141426e-44,1.61082474e-01
6.21000,1.11310424e-44,1.61030596e-01
6.21200,1.07606888e-44,1.60978751e-01
6.21400,1.04026575e-44,1.60926939e-01
6.21600,1.00565387e-44,1.60875161e-01
6.21800,9.72193587e-45,1.60823416e-01
6.22000,9.39846597e-45,1.60771704e-01
6.22200,9.08575855e-45,1.60720026e-01
6.22400,8.78345554e-45,1.60668380e-01
6.22600,8.49121074e-45,1.60616768e-01
6.22800,8.20868952e-45,1.60565189e-01
6.23000,7.93556834e-45,1.60513644e-01
6.23200,7.67153446e-45,1.60462131e-01
6.23400,7.41628552e-45,1.60410651e-01
6.23600,7.16952923e-45,1.60359205e-01
6.23800,6.93098302e-45,1.60307791e-01
6.24000,6.70037373e-45,1.60256410e-01
6.24200,6.47743729e-45,1.60205062e-01
6.24400,6.26191840e-45,1.60153748e-01
6.24600,6.05357027e-45,1.60102466e-01
6.24800,5.85215431e-45,1.60051216e-01
6.25000,5.65743987e-45,1.60000000e-01
6.25200,5.46920400e-45,1.59948816e-01
6.25400,5.28723112e-45,1.59897665e-01
6.25600,5.11131286e-45,1.59846547e-01
6.25800,4.94124777e-45,1.59795462e-01
6.26000,4.77684111e-45,1.59744409e-01
6.26200,4.61790460e-45,1.59693389e-01
6.26400,4.46425625e-45,1.59642401e-01
6.26600,4.31572010e-45,1.59591446e-01
6.26800,4.17212607e-45,1.59540523e-01
6.27000,4.03330972e-45,1.59489633e-01
6.27200,3.89911209e-45,1.59438776e-01
6.27400,3.76937950e-45,1.59387950e-01
6.27600,3.64396339e-45,1.59337157e-01
6.27800,3.52272015e-45,1.59286397e-01
6.28000,3.40551094e-45,1.59235669e-01
6.28200,3.29220153e-45,1.59184973e-01
6.28400,3.18266217e-45,1.59134309e-01
6.28600,3.07676743e-45,1.59083678e-01
6.28800,2.97439604e-45,1.59033079e-01
6.29000,2.87543077e-45,1.58982512e-01
6.29200,2.77975830e-45,1.58931977e-01
6.29400,2.68726905e-45,1.58881474e-01
6.29600,2.59785714e-45,1.58831004e-01
6.29800,2.51142015e-45,1.58780565e-01
6.30000,2.42785912e-45,1.58730159e-01
6.30200,2.34707835e-45,1.58679784e-01
6.30400,2.26898534e-45,1.58629442e-01
6.30600,2.19349066e-45,1.58579131e-01
6.30800,2.12050785e-45,1.58528852e-01
6.31000,2.04995336e-45,1.58478605e-01
6.31200,1.98174637e-45,1.58428390e-01
6.31400,1.91580878e-45,1.58378207e-01
6.31600,1.85206508e-45,1.58328056e-01
6.31800,1.79044229e-45,1.58277936e-01
6.32000,1.73086982e-45,1.58227848e-01
6.32200,1.67327947e-45,1.58177792e-01
6.32400,1.61760529e-45,1.58127767e-01
6.32600,1.56378351e-45,1.58077774e-01
6.32800,1.51175251e-45,1.58027813e-01
6.33000,1.46145270e-45,1.57977883e-01
6.33200,1.41282649e-45,1.57927985e-01
6.33400,1.36581818e-45,1.57878118e-01
6.33600,1.32037395e-45,1.57828283e-01
6.33800,1.27644175e-45,1.57778479e-01
6.34000,1.23397129e-45,1.57728707e-01
6.34200,1.19291391e-45,1.57678966e-01
6.34400,1.15322262e-45,1.57629256e-01
6.34600,1.11485194e-45,1.57579578e-01
6.34800,1.07775795e-45,1.57529931e-01
6.35000,1.04189817e-45,1.57480315e-01
6.35200,1.00723153e-45,1.57430730e-01
6.35400,9.73718328e-46,1.57381177e-01
6.35600,9.41320193e-46,1.57331655e-01
6.35800,9.10000022e-46,1.57282164e-01
6.36000,8.79721950e-46,1.57232704e-01
6.36200,8.50451302e-46,1.57183276e-01
6.36400,8.22154561e-46,1.57133878e-01
6.36600,7.94799321e-46,1.57084511e-01
6.36800,7.68354257e-46,1.57035176e-01
6.37000,7.42789085e-46,1.56985871e-01
6.37200,7.18074529e-46,1.56936598e-01
6.37400,6.94182287e-46,1.56887355e-01
6.37600,6.71085000e-46,1.56838143e-01
6.37800,6.48756217e-46,1.56788962e-01
6.38000,6.27170367e-46,1.56739812e-01
6.38200,6.06302733e-46,1.56690693e-01
6.38400,5.86129417e-46,1.56641604e-01
6.38600,5.66627318e-46,1.56592546e-01
6.38800,5.47774102e-46,1.56543519e-01
6.39000,5.29548181e-46,1.56494523e-01
6.39200,5.11928682e-46,1.56445557e-01
6.39400,4.94895428e-46,1.56396622e-01
6.39600,4.78428914e-46,1.56347717e-01
6.39800,4.62510282e-46,1.56298843e-01
6.40000,4.47121304e-46,1.56250000e-01
6.40200,4.32244357e-46,1.56201187e-01
6.40400,4.17862404e-46,1.56152405e-01
6.40600,4.03958975e-46,1.56103653e-01
6.40800,3.90518149e-46,1.56054931e-01
6.41000,3.77524534e-46,1.56006240e-01
6.41200,3.64963250e-46,1.55957580e-01
6.41400,3.52819912e-46,1.55908949e-01
6.41600,3.41080615e-46,1.55860349e-01
6.41800,3.29731915e-46,1.55811779e-01
6.42000,3.18760816e-46,1.55763240e-01
6.42200,3.08154754e-46,1.55714731e-01
6.42400,2.97901583e-46,1.55666252e-01
6.42600,2.87989562e-46,1.55617803e-01
6.42800,2.78407341e-46,1.55569384e-01
6.43000,2.69143945e-46,1.55520995e-01
6.43200,2.60188767e-46,1.55472637e-01
6.43400,2.51531551e-46,1.55424308e-01
6.43600,2.43162384e-46,1.55376010e-01
6.43800,2.35071681e-46,1.55327742e-01
6.44000,2.27250178e-46,1.55279503e-01
6.44200,2.19688917e-46,1.55231295e-01
6.44400,2.12379239e-46,1.55183116e-01
6.44600,2.05312774e-46,1.55134967e-01
6.44800,1.98481429e-46,1.55086849e-01
6.45000,1.91877382e-46,1.55038760e-01
6.45200,1.85493069e-46,1.54990701e-01
6.45400,1.79321179e-46,1.54942671e-01
6.45600,1.73354645e-46,1.54894672e-01
6.45800,1.67586634e-46,1.54846702e-01
6.46000,1.62010541e-46,1.54798762e-01
6.46200,1.56619979e-46,1.54750851e-01
6.46400,1.51408776e-46,1.54702970e-01
6.46600,1.46370964e-46,1.54655119e-01
6.46800,1.41500774e-46,1.54607297e-01
6.47000,1.36792628e-46,1.54559505e-01
6.47200,1.32241136e-46,1.54511743e-01
6.47400,1.27841084e-46,1.54464010e-01
6.47600,1.23587434e-46,1.54416306e-01
6.47800,1.19475315e-46,1.54368632e-01
6.48000,1.15500018e-46,1.54320988e-01
6.48200,1.11656990e-46,1.54273372e-01
6.48400,1.07941830e-46,1.54225787e-01
6.48600,1.04350284e-46,1.54178230e-01
6.48800,1.00878239e-46,1.54130703e-01
6.49000,9.75217181e-47,1.54083205e-01
6.49200,9.42768785e-47,1.54035736e-01
6.49400,9.11400039e-47,1.53988297e-01
6.49600,8.81075021e-47,1.53940887e-01
6.49800,8.51759002e-47,1.53893506e-01
6.50000,8.23418410e-47,1.53846154e-01
6.50200,7.96020790e-47,1.53798831e-01
6.50400,7.69534768e-47,1.53751538e-01
6.50600,7.43930011e-47,1.53704273e-01
6.50800,7.19177199e-47,1.53657037e-01
6.51000,6.95247983e-47,1.53609831e-01
6.51200,6.72114961e-47,1.53562654e-01
6.51400,6.49751642e-47,1.53515505e-01
6.51600,6.28132415e-47,1.53468386e-01
6.51800,6.07232523e-47,1.53421295e-01
6.52000,5.87028030e-47,1.53374233e-01
6.52200,5.67495800e-47,1.53327200e-01
6.52400,5.48613464e-47,1.53280196e-01
6.52600,5.30359398e-47,1.53233221e-01
6.52800,5.12712699e-47,1.53186275e-01
6.53000,4.95653157e-47,1.53139357e-01
6.53200,4.79161237e-47,1.53092468e-01
6.53400,4.63218051e-47,1.53045608e-01
6.53600,4.47805341e-47,1.52998776e-01
6.53800,4.32905459e-47,1.52951973e-01
6.54000,4.18501339e-47,1.52905199e-01
6.54200,4.04576487e-47,1.52858453e-01
6.54400,3.91114957e-47,1.52811736e-01
6.54600,3.78101332e-47,1.52765047e-01
6.54800,3.65520708e-47,1.52718387e-01
6.55000,3.53358680e-47,1.52671756e-01
6.55200,3.41601319e-47,1.52625153e-01
6.55400,3.30235161e-47,1.52578578e-01
6.55600,3.19247189e-47,1.52532032e-01
6.55800,3.08624819e-47,1.52485514e-01
6.56000,2.98355889e-47,1.52439024e-01
6.56200,2.88428636e-47,1.52392563e-01
6.56400,2.78831693e-47,1.52346130e-01
6.56600,2.69554070e-47,1.52299726e-01
6.56800,2.60585142e-47,1.52253350e-01
6.57000,2.51914637e-47,1.52207002e-01
6.57200,2.43532626e-47,1.52160682e-01
6.57400,2.35429510e-47,1.52114390e-01
6.57600,2.27596010e-47,1.52068127e-01
6.57800,2.20023154e-47,1.52021891e-01
6.58000,2.12702271e-47,1.51975684e-01
6.58200,2.05624976e-47,1.51929505e-01
6.58400,1.98783164e-47,1.51883354e-01
6.58600,1.92169001e-47,1.51837230e-01
6.58800,1.85774911e-47,1.51791135e-01
6.59000,1.79593573e-47,1.51745068e-01
6.59200,1.73617907e-47,1.51699029e-01
6.59400,1.67841070e-47,1.51653018e-01
6.59600,1.62256446e-47,1.51607035e-01
6.59800,1.56857640e-47,1.51561079e-01
6.60000,1.51638470e-47,1.51515152e-01
6.60200,1.46592957e-47,1.51469252e-01
6.60400,1.41715325e-47,1.51423380e-01
6.60600,1.36999987e-47,1.51377536e-01
6.60800,1.32441543e-47,1.51331719e-01
6.61000,1.28034772e-47,1.51285930e-01
6.61200,1.23774629e-47,1.51240169e-01
6.61400,1.19656235e-47,1.51194436e-01
6.61600,1.15674872e-47,1.51148730e-01
6.61800,1.11825983e-47,1.51103052e-01
6.62000,1.08105158e-47,1.51057402e-01
6.62200,1.04508136e-47,1.51011779e-01
6.62400,1.01030799e-47,1.50966184e-01
6.62600,9.76691646e-48,1.50920616e-01
6.62800,9.44193822e-48,1.50875075e-01
6.63000,9.12777305e-48,1.50829563e-01
6.63200,8.82406117e-48,1.50784077e-01
6.63400,8.53045476e-48,1.50738619e-01
6.63600,8.24661759e-48,1.50693189e-01
6.63800,7.97222460e-48,1.50647785e-01
6.64000,7.70696155e-48,1.50602410e-01
6.64200,7.45052467e-48,1.50557061e-01
6.64400,7.20262027e-48,1.50511740e-01
6.64600,6.96296447e-48,1.50466446e-01
6.64800,6.73128279e-48,1.50421179e-01
6.65000,6.50730992e-48,1.50375940e-01
6.65200,6.29078936e-48,1.50330728e-01
6.65400,6.08147316e-48,1.50285543e-01
6.65600,5.87912158e-48,1.50240385e-01
6.65800,5.68350292e-48,1.50195254e-01
6.66000,5.49439313e-48,1.50150150e-01
6.66200,5.31157564e-48,1.50105074e-01
6.66400,5.13484110e-48,1.50060024e-01
6.66600,4.96398711e-48,1.50015002e-01
6.66800,4.79881799e-48,1.49970006e-01
6.67000,4.63914460e-48,1.49925037e-01
6.67200,4.48478407e-48,1.49880096e-01
6.67400,4.33555964e-48,1.49835181e-01
6.67600,4.19130040e-48,1.49790294e-01
6.67800,4.05184114e-48,1.49745433e-01
6.68000,3.91702217e-48,1.49700599e-01
6.68200,3.78668907e-48,1.49655792e-01
6.68400,3.66069260e-48,1.49611011e-01
6.68600,3.53888845e-48,1.49566258e-01
6.68800,3.42113713e-48,1.49521531e-01
6.69000,3.30730380e-48,1.49476831e-01
6.69200,3.19725809e-48,1.49432158e-01
6.69400,3.09087398e-48,1.49387511e-01
6.69600,2.98802962e-48,1.49342891e-01
6.69800,2.88860725e-48,1.49298298e-01
6.70000,2.79249299e-48,1.49253731e-01
6.70200,2.69957679e-48,1.49209191e-01
6.70400,2.60975222e-48,1.49164678e-01
6.70600,2.52291643e-48,1.49120191e-01
6.70800,2.43896996e-48,1.49075730e-01
6.71000,2.35781668e-48,1.49031297e-01
6.71200,2.27936364e-48,1.48986889e-01
6.71400,2.20352101e-48,1.48942508e-01
6.71600,2.13020193e-48,1.48898154e-01
6.71800,2.05932242e-48,1.48853826e-01
6.72000,1.99080132e-48,1.48809524e-01
6.72200,1.92456015e-48,1.48765248e-01
6.72400,1.86052306e-48,1.48720999e-01
6.72600,1.79861671e-48,1.48676777e-01
6.72800,1.73877019e-48,1.48632580e-01
6.73000,1.68091498e-48,1.48588410e-01
6.73200,1.62498481e-48,1.48544266e-01
6.73400,1.57091563e-48,1.48500149e-01
6.73600,1.51864552e-48,1.48456057e-01
6.73800,1.46811463e-48,1.48411992e-01
6.74000,1.41926507e-48,1.48367953e-01
6.74200,1.37204091e-48,1.48323939e-01
6.74400,1.32638807e-48,1.48279953e-01
6.74600,1.28225425e-48,1.48235992e-01
6.74800,1.23958893e-48,1.48192057e-01
6.75000,1.19834323e-48,1.48148148e-01
6.75200,1.15846992e-48,1.48104265e-01
6.75400,1.11992334e-48,1.48060409e-01
6.75600,1.08265934e-48,1.48016578e-01
6.75800,1.04663524e-48,1.47972773e-01
6.76000,1.01180980e-48,1.47928994e-01
6.76200,9.78143118e-49,1.47885241e-01
6.76400,9.45596651e-49,1.47841514e-01
6.76600,9.14133121e-49,1.47797813e-01
6.76800,8.83716495e-49,1.47754137e-01
6.77000,8.54311940e-49,1.47710487e-01
6.77200,8.25885780e-49,1.47666864e-01
6.77400,7.98405461e-49,1.47623265e-01
6.77600,7.71839511e-49,1.47579693e-01
6.77800,7.46157506e-49,1.47536146e-01
6.78000,7.21330035e-49,1.47492625e-01
6.78200,6.97328663e-49,1.47449130e-01
6.78400,6.74125904e-49,1.47405660e-01
6.78600,6.51695185e-49,1.47362216e-01
6.78800,6.30010817e-49,1.47318798e-01
6.79000,6.09047968e-49,1.47275405e-01
6.79200,5.88782629e-49,1.47232038e-01
6.79400,5.69191591e-49,1.47188696e-01
6.79600,5.50252419e-49,1.47145380e-01
6.79800,5.31943423e-49,1.47102089e-01
6.80000,5.14243635e-49,1.47058824e-01
6.80200,4.97132783e-49,1.47015584e-01
6.80400,4.80591272e-49,1.46972369e-01
6.80600,4.64600158e-49,1.46929180e-01
6.80800,4.49141128e-49,1.46886016e-01
6.81000,4.34196476e-49,1.46842878e-01
6.81200,4.19749089e-49,1.46799765e-01
6.81400,4.05782419e-49,1.46756677e-01
6.81600,3.92280472e-49,1.46713615e-01
6.81800,3.79227786e-49,1.46670578e-01
6.82000,3.66609410e-49,1.46627566e-01
6.82200,3.54410895e-49,1.46584579e-01
6.82400,3.42618270e-49,1.46541618e-01
6.82600,3.31218030e-49,1.46498682e-01
6.82800,3.20197119e-49,1.46455770e-01
6.83000,3.09542914e-49,1.46412884e-01
6.83200,2.99243215e-49,1.46370023e-01
6.83400,2.89286225e-49,1.46327188e-01
6.83600,2.79660542e-49,1.46284377e-01
6.83800,2.70355142e-49,1.46241591e-01
6.84000,2.61359367e-49,1.46198830e-01
6.84200,2.52662916e-49,1.46156095e-01
6.84400,2.44255828e-49,1.46113384e-01
6.84600,2.36128476e-49,1.46070698e-01
6.84800,2.28271552e-49,1.46028037e-01
6.85000,2.20676058e-49,1.45985401e-01
6.85200,2.13333294e-49,1.45942790e-01
6.85400,2.06234852e-49,1.45900204e-01
6.85600,1.99372603e-49,1.45857643e-01
6.85800,1.92738686e-49,1.45815106e-01
6.86000,1.86325506e-49,1.45772595e-01
6.86200,1.80125716e-49,1.45730108e-01
6.86400,1.74132217e-49,1.45687646e-01
6.86600,1.68338145e-49,1.45645208e-01
6.86800,1.62736864e-49,1.45602796e-01
6.87000,1.57321959e-49,1.45560408e-01
6.87200,1.52087229e-49,1.45518044e-01
